pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
PMC8438681,34541286,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8438686,34539848,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8438688,34541285,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8439141,34541290,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8439142,34541292,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8439252,34531737,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8439959,34532568,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8440097,34532504,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8440348,34009667,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8440389,34008208,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8440391,34224775,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8440496,33985348,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8441033,34525960,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8441912,34541022,pmc-fulltext,manual-review,yes,no,no,,none,no-license,identifier/licence needs adjudication before release
PMC8442237,34043816,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8442311,34525979,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8442418,34526019,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8443059,34525105,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8443115,34526034,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8443448,34358472,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8443673,34526539,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8444237,34526343,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8444498,34530925,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8444618,34526114,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8445922,34531462,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8446215,34347358,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8446277,34539558,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8446403,34390226,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8446666,34539385,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8447187,34464084,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8448021,34664858,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8448551,34210823,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8448552,34266918,pmc-fulltext,eligible,yes,no,no,CC BY,open,opinion,admissible; retrieval-time gates (currency/authority) apply
PMC8448556,34404743,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8448871,34535721,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8448974,34193384,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8449085,34534764,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8449101,34291850,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8449227,34568539,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8449400,34493657,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8449785,34537810,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8449811,34288013,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8449815,34229088,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8449888,34536149,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8449891,34536989,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8449908,34537040,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8450301,33749369,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8450322,34552551,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8450374,34552500,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8450418,34552900,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8450529,34552552,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8450964,34535480,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8451031,34584937,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8451393,34557567,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8451412,34552545,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8451553,34100451,pmc-fulltext,eligible,yes,no,no,CC BY-NC-SA,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8451750,33724517,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8452826,34548101,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8452879,34557141,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8452983,34557143,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8453044,33998068,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8453053,34252707,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8453060,34273551,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8453134,34274691,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8453354,34542571,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8453387,33742656,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8453801,33939228,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8454285,34119639,pmc-fulltext,eligible,yes,no,yes,CC BY-NC-ND,cc-restrictive,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8454976,34547018,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8455062,34557083,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8455185,34557257,pmc-fulltext,eligible,yes,yes,no,CC BY,open,retracted,admissible; retrieval-time gates (currency/authority) apply
PMC8455448,34224153,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8455703,33749570,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8455713,33745492,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8456168,34566621,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8456191,34551725,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8456220,34337898,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8456688,34566550,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457031,34551783,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457091,34060706,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8457333,34566624,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457592,34499614,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457606,34506303,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457611,34479211,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8457613,34495870,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8458219,34308814,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8458250,33930191,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8458502,34552125,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8458963,34566600,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8459116,34588891,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8459785,34616886,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8459869,34566608,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8459906,34566573,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8460534,34019111,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8460624,34556757,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8460688,33760348,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8460886,34703453,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8460955,34703454,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8461082,34284259,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8461250,34566615,pmc-fulltext,eligible,yes,yes,no,CC BY,open,retracted,admissible; retrieval-time gates (currency/authority) apply
PMC8461312,34566623,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8462636,34559128,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8462642,34559097,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8462905,34559561,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8462981,34224846,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8463453,34589688,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8463943,34559230,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8463963,34603783,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC8464095,34560903,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8464124,34560904,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8464629,33771087,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC8464890,34573219,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8465123,34573177,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8465337,34577590,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8465712,34574523,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8466211,34572457,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8466467,34577866,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8466601,34576912,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8466762,34575679,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8466995,34563258,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8467145,34563212,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8467163,34563135,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8467201,34575321,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8467636,34574524,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8468661,34572029,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8469036,34574934,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8469325,34577877,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8469578,34571993,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC8469939,34574519,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
