pmcid,pmid,canonical_date,canonical_date_precision,canonical_date_type,date_source,recovered_month,recovered_month_source,split_june_2024
PMC8509971,34651088,2021,year,,pubmed,,,pre
PMC8510572,34642823,2022-01,month,,pubmed,,,pre
PMC8510650,34691320,2021-09,month,,pubmed,,,pre
PMC8510716,33826237,2021-11,month,,pubmed,,,pre
PMC8510770,34472717,2021-11,month,,pubmed,,,pre
PMC8510793,34650613,2021,year,,pubmed,,,pre
PMC8513263,34642194,2021-10-12,day,,pubmed,,,pre
PMC8513788,34658840,2021,year,,pubmed,,,pre
PMC8514579,33853428,2021-12,month,,pubmed,,,pre
PMC8514826,34658835,2021,year,,pubmed,,,pre
PMC8514859,34661106,2021,year,,pubmed,,,pre
PMC8514967,34659587,2021,year,,pubmed,,,pre
PMC8515049,34658838,2021,year,,pubmed,,,pre
PMC8515135,34658769,2021,year,,pubmed,,,pre
PMC8515178,34659093,2021,year,,pubmed,,,pre
PMC8515356,34692980,2021,year,,pubmed,,,pre
PMC8515358,34692982,2021,year,,pubmed,,,pre
PMC8515359,34692983,2021,year,,pubmed,,,pre
PMC8515552,34692976,2021,year,,pubmed,,,pre
PMC8515553,34692986,2021,year,,pubmed,,,pre
PMC8515696,34645415,2021-10-13,day,,pubmed,,,pre
PMC8516071,34660567,2021,year,,pubmed,,,pre
PMC8516406,34106473,2021-10,month,,pubmed,,,pre
PMC8516531,34660814,2021,year,,pubmed,,,pre
PMC8516534,34659449,2021,year,,pubmed,,,pre
PMC8516864,34650080,2021-10-14,day,,pubmed,,,pre
PMC8517034,33860596,2021-10,month,,pubmed,,,pre
PMC8517346,34151538,2021-10,month,,pubmed,,,pre
PMC8518178,34654479,2021-10-15,day,,pubmed,,,pre
PMC8518196,34654375,2021-10-15,day,,pubmed,,,pre
PMC8518528,34002890,2021-09,month,,pubmed,,,pre
PMC8518903,34655056,2022-01,month,,pubmed,,,pre
PMC8518910,33656287,2021-09,month,,pubmed,,,pre
PMC8519100,33797846,2021-09,month,,pubmed,,,pre
PMC8519393,34411982,2021-10,month,,pubmed,,,pre
PMC8519837,33606127,2021-11,month,,pubmed,,,pre
PMC8519856,34412149,2021-11,month,,pubmed,,,pre
PMC8520216,34654465,2021-10-15,day,,pubmed,,,pre
PMC8520277,34654401,2021-10-15,day,,pubmed,,,pre
PMC8520528,34657143,2021-10-16,day,,pubmed,,,pre
PMC8520722,34528736,2021-10,month,,pubmed,,,pre
PMC8520900,34671305,2021,year,,pubmed,,,pre
PMC8521601,34528182,2021-11,month,,pubmed,,,pre
PMC8522096,34656177,2021-10-16,day,,pubmed,,,pre
PMC8522171,33866939,2022-09,month,,pubmed,,,pre
PMC8522456,34035132,2021-11,month,,pubmed,,,pre
PMC8523453,34114049,2021-11,month,,pubmed,,,pre
PMC8523745,34663799,2021-10-18,day,,pubmed,,,pre
PMC8523881,34671726,2021,year,,pubmed,,,pre
PMC8524211,34666711,2021-10-19,day,,pubmed,,,pre
PMC8524356,34661615,2021-12-01,day,,pubmed,,,pre
PMC8524409,34633054,2021-12,month,,pubmed,,,pre
PMC8524675,34675798,2021,year,,pubmed,,,pre
PMC8524794,34663289,2021-10-18,day,,pubmed,,,pre
PMC8524945,34666693,2021-10-19,day,,pubmed,,,pre
PMC8525508,34675839,2021,year,,pubmed,,,pre
PMC8525543,34675797,2021,year,,pubmed,,,pre
PMC8525772,34665835,2021,year,,pubmed,,,pre
PMC8526352,34668124,2022-01,month,,pubmed,,,pre
PMC8527126,34667006,2021-10-19,day,,pubmed,,,pre
PMC8527762,34670502,2021-10-20,day,,pubmed,,,pre
PMC8527792,34670519,2021-10-20,day,,pubmed,,,pre
PMC8527838,33788406,2021-09,month,,pubmed,,,pre
PMC8528227,34400249,2021-10-15,day,,pubmed,,,pre
PMC8528306,34669702,2021,year,,pubmed,,,pre
PMC8528464,34617688,2021-10,month,,pubmed,,,pre
PMC8528717,34687634,2021-11,month,,pubmed,,,pre
PMC8528725,34599967,2021-11,month,,pubmed,,,pre
PMC8528755,34476511,2021-11,month,,pubmed,,,pre
PMC8528762,34282470,2021-10,month,,pubmed,,,pre
PMC8528895,33884753,2021-12,month,,pubmed,,,pre
PMC8529046,34690834,2021,year,,pubmed,,,pre
PMC8529279,34690743,2021,year,,pubmed,,,pre
PMC8529734,34670619,2021-10-20,day,,pubmed,,,pre
PMC8529809,34674762,2021-10-21,day,,pubmed,,,pre
PMC8529849,34674647,2021-10-21,day,,pubmed,,,pre
PMC8529862,34674153,2021-12,month,,pubmed,,,pre
PMC8530182,34690734,2021,year,,pubmed,,,pre
PMC8530224,34690745,2021,year,,pubmed,,,pre
PMC8530937,34482256,2021-11,month,,pubmed,,,pre
PMC8531172,34039534,2022-01,month,,pubmed,,,pre
PMC8532216,34053356,2021-10,month,,pubmed,,,pre
PMC8532333,34674764,2021-10-21,day,,pubmed,,,pre
PMC8533180,34680493,2021-10-02,day,,pubmed,,,pre
PMC8533598,34680464,2021-09-29,day,,pubmed,,,pre
PMC8533689,34679414,2021-10-14,day,,pubmed,,,pre
PMC8533730,34677321,2021-09-30,day,,pubmed,,,pre
PMC8533770,34679423,2021-10-16,day,,pubmed,,,pre
PMC8533851,34679387,2021-10-05,day,,pubmed,,,pre
PMC8534019,34680133,2021-10-12,day,,pubmed,,,pre
PMC8534054,34685570,2021-09-29,day,,pubmed,,,pre
PMC8534076,34680174,2021-10-19,day,,pubmed,,,pre
PMC8534246,34679323,2021-09-23,day,,pubmed,,,pre
PMC8534262,34679327,2021-09-24,day,,pubmed,,,pre
PMC8534281,34685574,2021-09-29,day,,pubmed,,,pre
PMC8534383,34685681,2021-10-09,day,,pubmed,,,pre
PMC8534433,34685633,2021-10-05,day,,pubmed,,,pre
PMC8534877,34677257,2021-10-08,day,,pubmed,,,pre
PMC8535097,34679572,2021-10-12,day,,pubmed,,,pre
PMC8535253,34681563,2021-10-09,day,,pubmed,,,pre
PMC8535347,34682946,2021-09-26,day,,pubmed,,,pre
PMC8535632,34682379,2021-10-11,day,,pubmed,,,pre
PMC8535920,34681579,2021-10-09,day,,pubmed,,,pre
PMC8536697,34686734,2021-10-22,day,,pubmed,,,pre
PMC8536950,34677596,2021-10-01,day,,pubmed,,,pre
PMC8537498,34684662,2021-10-19,day,,pubmed,,,pre
PMC8537524,34682764,2021-10-10,day,,pubmed,,,pre
PMC8538023,34623314,2021-10-08,day,,pubmed,,,pre
PMC8538213,34683087,2021-09-23,day,,pubmed,,,pre
PMC8538280,34685479,2021-10-19,day,,pubmed,,,pre
PMC8539161,34683848,2021-09-24,day,,pubmed,,,pre
PMC8539736,34686217,2021-10-22,day,,pubmed,,,pre
PMC8540001,34683156,2021-10-09,day,,pubmed,,,pre
PMC8540094,34677562,2021-10-19,day,,pubmed,,,pre
PMC8540152,34686209,2021-10-22,day,,pubmed,,,pre
PMC8540823,34683131,2021-09-30,day,,pubmed,,,pre
PMC8542465,34672140,2021-11,month,,pubmed,,,pre
PMC8542549,34308532,2021-10,month,,pubmed,,,pre
PMC8542560,34308533,2021-10,month,,pubmed,,,pre
PMC8542726,34708019,2021,year,,pubmed,,,pre
PMC8542902,34707484,2021,year,,pubmed,,,pre
PMC8542907,34707525,2021,year,,pubmed,,,pre
PMC8543109,34696722,2021-10-25,day,,pubmed,,,pre
PMC8543349,34721499,2021,year,,pubmed,,,pre
PMC8543355,34721501,2021,year,,pubmed,,,pre
PMC8543373,34755048,2021,year,,pubmed,,,pre
PMC8543604,34732955,2021-09,month,,pubmed,,,pre
PMC8543611,34732951,2021-09,month,,pubmed,,,pre
PMC8543639,34686589,2021-10,month,,pubmed,,,pre
PMC8543665,34078163,2021-11,month,,pubmed,,,pre
PMC8543681,34686557,2021-10-22,day,,pubmed,,,pre
PMC8543796,34689753,2021-10-25,day,,pubmed,,,pre
PMC8543911,34689831,2021-10-24,day,,pubmed,,,pre
PMC8544266,34707357,2021,year,,pubmed,,,pre
PMC8544315,34607976,2021-10-15,day,,pubmed,,,pre
PMC8544907,34126466,2021-09,month,,pubmed,,,pre
PMC8545042,34044665,2021-11,month,,pubmed,,,pre
PMC8545048,34102919,2021-11,month,,pubmed,,,pre
PMC8545548,34707778,2021,year,,pubmed,,,pre
PMC8545728,34047895,2021-11,month,,pubmed,,,pre
PMC8545868,34712197,2021,year,,pubmed,,,pre
PMC8545995,34712196,2021,year,,pubmed,,,pre
PMC8546003,33896441,2022-02,month,,pubmed,,,pre
PMC8546025,33899958,2021-11,month,,pubmed,,,pre
PMC8546216,34688369,2021-10-23,day,,pubmed,,,pre
PMC8546235,34697638,2021-10-26,day,,pubmed,,,pre
PMC8546247,34712129,2021,year,,pubmed,,,pre
PMC8546751,34698871,2022-08,month,,pubmed,,,pre
PMC8547095,34702310,2021-10-26,day,,pubmed,,,pre
PMC8548108,34712732,2021,year,,pubmed,,,pre
PMC8548180,34712461,2021,year,,pubmed,,,pre
PMC8548616,34722612,2021,year,,pubmed,,,pre
PMC8548705,34705114,2022-05,month,,pubmed,,,pre
PMC8548759,34720991,2021,year,,pubmed,,,pre
PMC8549025,34009663,2021-11,month,,pubmed,,,pre
PMC8549032,34218486,2021-11,month,,pubmed,,,pre
PMC8549197,34702306,2021-10-26,day,,pubmed,,,pre
PMC8549374,34702167,2021-10-26,day,,pubmed,,,pre
PMC8549661,34702730,2021-10-26,day,,pubmed,,,pre
PMC8550984,34689085,2021-11,month,,pubmed,,,pre
PMC8551445,34720994,2021,year,,pubmed,,,pre
PMC8551503,34592311,2021-11,month,,pubmed,,,pre
PMC8551711,34721000,2021,year,,pubmed,,,pre
PMC8553308,34492738,2021-10,month,,pubmed,,,pre
PMC8553542,34690119,2021-11-30,day,,pubmed,,,pre
PMC8553610,34257422,2021-11,month,,pubmed,,,pre
PMC8553820,34711860,2021-10-28,day,,pubmed,,,pre
PMC8553905,34715807,2021-10-29,day,,pubmed,,,pre
PMC8553980,34723243,2021,year,,pubmed,,,pre
PMC8554225,34720880,2021,year,,pubmed,,,pre
PMC8554299,34720998,2021,year,,pubmed,,,pre
PMC8554316,34729018,2021,year,,pubmed,,,pre
PMC8554830,34706666,2021-10-27,day,,pubmed,,,pre
PMC8555275,34715780,2021-10-29,day,,pubmed,,,pre
PMC8555332,34711251,2021-10-28,day,,pubmed,,,pre
PMC8555634,33331534,2021,year,,pubmed,,,pre
PMC8556046,34713863,2021-10-29,day,,pubmed,,,pre
PMC8556527,34755118,2021-12-17,day,,pubmed,,,pre
PMC8556627,34794709,2021-12,month,,pubmed,,,pre
PMC8556704,34182153,2021-09,month,,pubmed,,,pre
PMC8556894,34717775,2021-10-30,day,,pubmed,,,pre
PMC8556981,34717561,2021-10-30,day,,pubmed,,,pre
PMC8557004,34717581,2021-10-30,day,,pubmed,,,pre
PMC8557121,34464879,2021-11,month,,pubmed,,,pre
PMC8557344,34077494,2021-10-22,day,,pubmed,,,pre
PMC8557349,33725124,2021-10-22,day,,pubmed,,,pre
PMC8557829,34272869,2021-10-01,day,,pubmed,,,pre
PMC8558189,34535856,2021-11,month,,pubmed,,,pre
PMC8558222,34733151,2021,year,,pubmed,,,pre
PMC8558261,34733131,2021,year,,pubmed,,,pre
PMC8558379,34733192,2021,year,,pubmed,,,pre
PMC8558406,34733226,2021,year,,pubmed,,,pre
PMC8558859,34643404,2021-10-28,day,,pubmed,,,pre
PMC8559490,34582057,2021-12-01,day,,pubmed,,,pre
PMC8560654,33938146,2021-12,month,,pubmed,,,pre
PMC8560868,34725741,2021-11-02,day,,pubmed,,,pre
PMC8560870,34725742,2021-11-02,day,,pubmed,,,pre
PMC8561423,34172992,2021-11-01,day,,pubmed,,,pre
PMC8562242,34746841,2021,year,,pubmed,,,pre
PMC8563360,34745371,2022,year,,pubmed,,,pre
PMC8563567,33928432,2021-12,month,,pubmed,,,pre
PMC8563616,33326053,2021-11,month,,pubmed,,,pre
PMC8563628,33904966,2021-12,month,,pubmed,,,pre
PMC8563637,33991241,2021-12,month,,pubmed,,,pre
PMC8564071,34746146,2021,year,,pubmed,,,pre
PMC8564098,34523252,2021-11,month,,pubmed,,,pre
PMC8564142,34744974,2021,year,,pubmed,,,pre
PMC8564156,34746430,2021-09,month,,pubmed,,,pre
PMC8564236,33765848,2021-10,month,,pubmed,,,pre
PMC8564256,33595336,2021-10,month,,pubmed,,,pre
PMC8564262,33631971,2021-10,month,,pubmed,,,pre
PMC8564359,34744696,2021,year,,pubmed,,,pre
PMC8564532,34728605,2021-11-03,day,,pubmed,,,pre
PMC8564696,34544117,2021-10-22,day,,pubmed,,,pre
PMC8564906,34737688,2021,year,,pubmed,,,pre
PMC8566072,34746303,2021,year,,pubmed,,,pre
PMC8566433,34744817,2021,year,,pubmed,,,pre
PMC8566764,34744602,2021,year,,pubmed,,,pre
PMC8566993,34745215,2021,year,,pubmed,,,pre
PMC8567026,34744807,2021,year,,pubmed,,,pre
PMC8567578,34732252,2021-11-03,day,,pubmed,,,pre
PMC8568637,33997915,2021-12,month,,pubmed,,,pre
PMC8568738,33952156,2022-09,month,,pubmed,,,pre
PMC8568857,34608542,2021-12,month,,pubmed,,,pre
PMC8569809,34744689,2021,year,,pubmed,,,pre
PMC8570037,34740367,2021-11-05,day,,pubmed,,,pre
PMC8570428,34754949,2021,year,,pubmed,,,pre
PMC8570504,34739526,2021,year,,pubmed,,,pre
PMC8570595,34739309,2021-11-05,day,,pubmed,,,pre
PMC8570899,34745383,2021,year,,pubmed,,,pre
PMC8571017,34751215,2021,year,,pubmed,,,pre
PMC8571425,34402024,2021-12,month,,pubmed,,,pre
PMC8571434,34431074,2021-12,month,,pubmed,,,pre
PMC8571451,34426940,2021-12,month,,pubmed,,,pre
PMC8571472,34494209,2021-12,month,,pubmed,,,pre
PMC8571852,34742251,2021-11-06,day,,pubmed,,,pre
PMC8572610,34754516,2021,year,,pubmed,,,pre
PMC8573146,34759814,2021,year,,pubmed,,,pre
PMC8573207,34759889,2021,year,,pubmed,,,pre
PMC8573587,34633146,2021-11-08,day,,pubmed,,,pre
PMC8573679,34331941,2021-11,month,,pubmed,,,pre
PMC8574966,34759811,2021,year,,pubmed,,,pre
PMC8575370,34764650,2021,year,,pubmed,,,pre
PMC8575732,34764894,2021,year,,pubmed,,,pre
PMC8576062,33969528,2021-12,month,,pubmed,,,pre
PMC8576192,34764859,2021,year,,pubmed,,,pre
PMC8576452,34764850,2021,year,,pubmed,,,pre
PMC8576572,34764864,2021,year,,pubmed,,,pre
PMC8577405,34764541,2022-03,month,,pubmed,,,pre
PMC8577653,34670247,2021-10-20,day,,pubmed,,,pre
PMC8578345,34753917,2021-11-09,day,,pubmed,,,pre
PMC8578498,34778762,2021,year,,pubmed,,,pre
PMC8578553,34777057,2021,year,,pubmed,,,pre
PMC8578566,33971647,2022,year,,pubmed,,,pre
PMC8579010,34776937,2021,year,,pubmed,,,pre
PMC8579012,34778869,2021,year,,pubmed,,,pre
PMC8579066,34776933,2021,year,,pubmed,,,pre
PMC8579109,34776928,2021,year,,pubmed,,,pre
PMC8579376,34482052,2021-11-30,day,,pubmed,,,pre
PMC8579566,34753428,2021-11-10,day,,pubmed,,,pre
PMC8579573,34753427,2021-11-09,day,,pubmed,,,pre
PMC8579638,34758883,2021-11-10,day,,pubmed,,,pre
PMC8579894,34796262,2021,year,,pubmed,,,pre
PMC8580011,34777194,2021,year,,pubmed,,,pre
PMC8580481,34756163,2021-11-10,day,,pubmed,,,pre
PMC8580696,34777496,2021,year,,pubmed,,,pre
PMC8580961,33819146,2021-11,month,,pubmed,,,pre
PMC8580970,34759274,2021-11-10,day,,pubmed,,,pre
PMC8581380,34473831,2021-11-10,day,,pubmed,,,pre
PMC8581382,34417796,2021-11-10,day,,pubmed,,,pre
PMC8581391,34255025,2021-11-10,day,,pubmed,,,pre
PMC8581404,34776927,2021,year,,pubmed,,,pre
PMC8581643,34776873,2021,year,,pubmed,,,pre
PMC8581700,34641989,2021-10-13,day,,pubmed,,,pre
PMC8581834,33078687,2022,year,,pubmed,,,pre
PMC8582156,34763720,2021-11-11,day,,pubmed,,,pre
PMC8582159,34758867,2021-11-10,day,,pubmed,,,pre
PMC8582348,34776922,2021,year,,pubmed,,,pre
PMC8582857,34769864,2021-10-28,day,,pubmed,,,pre
PMC8582934,34769530,2021-10-20,day,,pubmed,,,pre
PMC8583210,34768774,2021-10-20,day,,pubmed,,,pre
PMC8583219,34768771,2021-10-20,day,,pubmed,,,pre
PMC8583568,34770137,2021-11-05,day,,pubmed,,,pre
PMC8583766,34769068,2021-10-28,day,,pubmed,,,pre
PMC8584731,34769277,2021-10-31,day,,pubmed,,,pre
PMC8585529,34795771,2021-10,month,,pubmed,,,pre
PMC8585531,34795769,2021-10,month,,pubmed,,,pre
PMC8585532,34795768,2021-10,month,,pubmed,,,pre
PMC8585535,34795772,2021-10,month,,pubmed,,,pre
PMC8585536,34795773,2021-10,month,,pubmed,,,pre
PMC8585537,34795770,2021-10,month,,pubmed,,,pre
PMC8585629,34157644,2021-11,month,,pubmed,,,pre
PMC8585831,33459970,2021-11,month,,pubmed,,,pre
PMC8586042,34059401,2022-01,month,,pubmed,,,pre
PMC8586907,34762113,2021-11-01,day,,pubmed,,,pre
PMC8587338,34770565,2021-10-31,day,,pubmed,,,pre
PMC8587594,34764172,2021-11-11,day,,pubmed,,,pre
PMC8587652,34770537,2021-10-30,day,,pubmed,,,pre
PMC8587653,34770983,2021-10-30,day,,pubmed,,,pre
PMC8587670,34771060,2021-11-02,day,,pubmed,,,pre
PMC8588103,34770919,2021-10-28,day,,pubmed,,,pre
PMC8588696,34772450,2021-11-12,day,,pubmed,,,pre
PMC8589506,34777683,2021,year,,pubmed,,,pre
PMC8589740,34389887,2021-12,month,,pubmed,,,pre
PMC8589785,33991224,2021-12,month,,pubmed,,,pre
PMC8589921,33984184,2022-01,month,,pubmed,,,pre
PMC8589962,34560142,2021-11-12,day,,pubmed,,,pre
PMC8590188,34714244,2021-10-29,day,,pubmed,,,pre
PMC8590691,34775468,2021-11-13,day,,pubmed,,,pre
PMC8591355,34816125,2021-12-17,day,,pubmed,,,pre
PMC8591889,34775974,2021-11-15,day,,pubmed,,,pre
PMC8592746,34790255,2021,year,,pubmed,,,pre
PMC8592915,34166620,2021-11,month,,pubmed,,,pre
PMC8592944,34796159,2021,year,,pubmed,,,pre
PMC8593056,34569029,2021-11,month,,pubmed,,,pre
PMC8593388,34795573,2021,year,,pubmed,,,pre
PMC8593757,34782343,2021-11-15,day,,pubmed,,,pre
PMC8594091,34781953,2021-11-16,day,,pubmed,,,pre
PMC8594126,34782010,2021-11-15,day,,pubmed,,,pre
PMC8594158,34784897,2021-11-16,day,,pubmed,,,pre
PMC8594191,34784880,2021-11-16,day,,pubmed,,,pre
PMC8594294,34784883,2021-11-16,day,,pubmed,,,pre
PMC8595108,34806078,2021,year,,pubmed,,,pre
PMC8595290,34803587,2021,year,,pubmed,,,pre
PMC8595455,34029274,2022-03-01,day,,pubmed,,,pre
PMC8595520,34416494,2021-11,month,,pubmed,,,pre
PMC8595546,34252201,2021-11,month,,pubmed,,,pre
PMC8595611,34325548,2021-12,month,,pubmed,,,pre
PMC8595657,34560828,2021-11,month,,pubmed,,,pre
PMC8595768,34530075,2021-11-20,day,,pubmed,,,pre
PMC8595886,34785643,2021-11-16,day,,pubmed,,,pre
PMC8596035,34785547,2021-11-16,day,,pubmed,,,pre
PMC8596317,34315715,2021-10,month,,pubmed,,,pre
PMC8596466,34803654,2021,year,,pubmed,,,pre
PMC8596795,33826224,2021-10,month,,pubmed,,,pre
PMC8597216,34789291,2021-11-17,day,,pubmed,,,pre
PMC8597617,34236795,2021-10-17,day,,pubmed,,,pre
PMC8598036,34788310,2021,year,,pubmed,,,pre
PMC8598196,33912975,2021-11-12,day,,pubmed,,,pre
PMC8598275,34791568,2022-02,month,,pubmed,,,pre
PMC8598444,34358288,2021-11-05,day,,pubmed,,,pre
PMC8598986,34805994,2021,year,,pubmed,,,pre
PMC8599039,34805999,2021,year,,pubmed,,,pre
PMC8599075,34379769,2021-11-15,day,,pubmed,,,pre
PMC8599084,34228116,2021-11-15,day,,pubmed,,,pre
PMC8599441,34803886,2021,year,,pubmed,,,pre
PMC8599627,34342395,2021-11,month,,pubmed,,,pre
PMC8600128,34022537,2021-09,month,,pubmed,,,pre
PMC8600261,34803589,2021,year,,pubmed,,,pre
PMC8600484,34563836,2021-11,month,,pubmed,,,pre
PMC8600580,34694178,2021-11,month,,pubmed,,,pre
PMC8600584,32964799,2021-11,month,,pubmed,,,pre
PMC8600601,34645643,2021-12,month,,pubmed,,,pre
PMC8600822,34794500,2021-11-18,day,,pubmed,,,pre
PMC8600927,34789218,2021-11-17,day,,pubmed,,,pre
PMC8600962,34806001,2021,year,,pubmed,,,pre
PMC8601205,34649879,2021-11-09,day,,pubmed,,,pre
PMC8601273,34797294,2021-11-19,day,,pubmed,,,pre
PMC8601429,34793549,2021,year,,pubmed,,,pre
PMC8601448,34803657,2021,year,,pubmed,,,pre
PMC8602003,34773891,2021-12,month,,pubmed,,,pre
PMC8603083,34792590,2021-11-01,day,,pubmed,,,pre
PMC8603539,34798814,2021-11-19,day,,pubmed,,,pre
PMC8604277,33907811,2021-09-25,day,,pubmed,,,pre
PMC8604562,34450261,2021-11,month,,pubmed,,,pre
PMC8604909,34799599,2021-11-19,day,,pubmed,,,pre
PMC8604922,34799630,2021-11-19,day,,pubmed,,,pre
PMC8604944,34799679,2021-11-19,day,,pubmed,,,pre
PMC8605412,34801966,2021-12,month,,pubmed,,,pre
PMC8605447,34800973,2021-11-20,day,,pubmed,,,pre
PMC8605528,34798911,2021-11-19,day,,pubmed,,,pre
PMC8605596,34798903,2021-11-19,day,,pubmed,,,pre
PMC8605616,34493616,2021-10-26,day,,pubmed,,,pre
PMC8605947,34114133,2021-12,month,,pubmed,,,pre
PMC8605983,34034295,2021-10-01,day,,pubmed,,,pre
PMC8605986,34224419,2021-10-01,day,,pubmed,,,pre
PMC8606440,34187867,2021-12,month,,pubmed,,,pre
PMC8608007,33973881,2021-10-01,day,,pubmed,,,pre
PMC8608861,34811435,2021-11-22,day,,pubmed,,,pre
PMC8608883,34811365,2021-11-22,day,,pubmed,,,pre
PMC8609097,34825019,2021,year,,pubmed,,,pre
PMC8609388,34849161,2021-09,month,,pubmed,,,pre
PMC8609411,34807261,2021-11-01,day,,pubmed,,,pre
PMC8609465,34807243,2022-01-01,day,,pubmed,,,pre
PMC8609483,34870106,2021,year,,pubmed,,,pre
PMC8609484,34870105,2021,year,,pubmed,,,pre
PMC8609489,34870103,2021,year,,pubmed,,,pre
PMC8610620,34556565,2021-11-23,day,,pubmed,,,pre
PMC8610623,34531298,2021-11-02,day,,pubmed,,,pre
PMC8611600,34908681,2021-10,month,,pubmed,,,pre
PMC8611771,34551193,2021-12,month,,pubmed,,,pre
PMC8611898,34814936,2021-11-23,day,,pubmed,,,pre
PMC8612529,34818351,2021,year,,pubmed,,,pre
PMC8612603,34881080,2021-12,month,,pubmed,,,pre
PMC8612610,34881077,2021-12,month,,pubmed,,,pre
PMC8612672,34848989,2021,year,,pubmed,,,pre
PMC8612719,35098970,2022,year,,pubmed,,,pre
PMC8612794,34840972,2021,year,,pubmed,,,pre
PMC8612826,34820750,2021-12,month,,pubmed,,,pre
PMC8613307,34036738,2022-02,month,,pubmed,,,pre
PMC8613405,34555265,2021-11,month,,pubmed,,,pre
PMC8613599,34817582,2021-11-01,day,,pubmed,,,pre
PMC8613758,34888171,2021-11-19,day,,pubmed,,,pre
PMC8613883,34840608,2021,year,,pubmed,,,pre
PMC8613938,34819034,2021-11-24,day,,pubmed,,,pre
PMC8614769,34829533,2021-10-22,day,,pubmed,,,pre
PMC8614785,34827122,2021-11-03,day,,pubmed,,,pre
PMC8615204,34829710,2021-11-19,day,,pubmed,,,pre
PMC8615383,34829839,2021-11-03,day,,pubmed,,,pre
PMC8615446,34827423,2021-10-27,day,,pubmed,,,pre
PMC8615459,34827502,2021-11-12,day,,pubmed,,,pre
PMC8615490,34827378,2021-10-21,day,,pubmed,,,pre
PMC8615504,34827534,2021-11-19,day,,pubmed,,,pre
PMC8615550,34827510,2021-11-15,day,,pubmed,,,pre
PMC8615615,34827390,2021-10-23,day,,pubmed,,,pre
PMC8615719,34827472,2021-11-06,day,,pubmed,,,pre
PMC8615991,34827490,2021-11-11,day,,pubmed,,,pre
PMC8616058,34831153,2021-10-28,day,,pubmed,,,pre
PMC8616300,34816868,2021,year,,pubmed,,,pre
PMC8616301,34831148,2021-10-28,day,,pubmed,,,pre
PMC8616586,33781589,2021-12,month,,pubmed,,,pre
PMC8616794,34551374,2021-12,month,,pubmed,,,pre
PMC8616845,34614422,2021-12,month,,pubmed,,,pre
PMC8616846,34479168,2021-12,month,,pubmed,,,pre
PMC8616874,34797512,2021-12,month,,pubmed,,,pre
PMC8617296,34824300,2021-11-25,day,,pubmed,,,pre
PMC8618486,34833630,2021-11-13,day,,pubmed,,,pre
PMC8618605,34830036,2021-11-10,day,,pubmed,,,pre
PMC8619902,34828267,2021-10-21,day,,pubmed,,,pre
PMC8620086,34830301,2021-11-17,day,,pubmed,,,pre
PMC8620119,34830639,2021-11-17,day,,pubmed,,,pre
PMC8620397,34834535,2021-11-11,day,,pubmed,,,pre
PMC8621510,34835406,2021-11-02,day,,pubmed,,,pre
PMC8622009,34833381,2021-10-26,day,,pubmed,,,pre
PMC8622139,34830236,2021-11-16,day,,pubmed,,,pre
PMC8622204,34833389,2021-10-28,day,,pubmed,,,pre
PMC8622503,34830564,2021-11-13,day,,pubmed,,,pre
PMC8622725,34831989,2021-11-22,day,,pubmed,,,pre
PMC8623279,34833710,2021-11-17,day,,pubmed,,,pre
PMC8623765,34830352,2021-11-18,day,,pubmed,,,pre
PMC8623828,34836228,2021-11-08,day,,pubmed,,,pre
PMC8623867,34829450,2021-11-13,day,,pubmed,,,pre
PMC8623969,34828411,2021-11-17,day,,pubmed,,,pre
PMC8624274,34834567,2021-11-16,day,,pubmed,,,pre
PMC8624300,34831288,2021-11-07,day,,pubmed,,,pre
PMC8624480,34829370,2021-11-01,day,,pubmed,,,pre
PMC8624613,34828412,2021-11-17,day,,pubmed,,,pre
PMC8624770,34829438,2021-11-12,day,,pubmed,,,pre
PMC8625916,34831913,2021-11-19,day,,pubmed,,,pre
PMC8626451,34836985,2021-11-26,day,,pubmed,,,pre
PMC8626532,34043269,2022-01,month,,pubmed,,,pre
PMC8627644,34252317,2021-10,month,,pubmed,,,pre
PMC8627676,34706559,2021-12,month,,pubmed,,,pre
PMC8628430,34146517,2021-11,month,,pubmed,,,pre
PMC8628723,34842734,2021-10-28,day,,pubmed,,,pre
PMC8628994,34842769,2021-11-18,day,,pubmed,,,pre
PMC8629496,34912490,2021-12,month,,pubmed,,,pre
PMC8630090,34057284,2022-02,month,,pubmed,,,pre
PMC8630099,34057776,2022-01,month,,pubmed,,,pre
PMC8630908,34847922,2021-11-30,day,,pubmed,,,pre
PMC8631505,34858307,2021,year,,pubmed,,,pre
PMC8631864,34858306,2021,year,,pubmed,,,pre
PMC8632391,34859103,2021,year,,pubmed,,,pre
PMC8632633,34867252,2021,year,,pubmed,,,pre
PMC8632715,34867303,2021,year,,pubmed,,,pre
PMC8632950,34868275,2021,year,,pubmed,,,pre
PMC8633174,34742101,2021-12,month,,pubmed,,,pre
PMC8633186,34736157,2021-11,month,,pubmed,,,pre
PMC8633314,34867265,2021,year,,pubmed,,,pre
PMC8633398,34868212,2021,year,,pubmed,,,pre
PMC8633470,34561959,2021-12,month,,pubmed,,,pre
PMC8633756,34009395,2021-11-26,day,,pubmed,,,pre
