pmcid,pmid,doi,title,license_code,is_retracted,is_manuscript,version,source_xml_url,resolved_url,expected_md5,actual_md5,md5_verified,filename,bytes,status,http_status,attempts,downloaded_at_utc,error
PMC7989248,33640979,10.1093/geront/gnab029,"Results of a Randomized Trial Testing the Efficacy of Tele-Savvy, an Online Synchronous/Asynchronous Psychoeducation Program for Family Caregivers of Persons Living with Dementia",,no,no,2,s3://pmc-oa-opendata/PMC7989248.2/PMC7989248.2.xml?md5=037244ddcc674ea388ca120250dbc7ba,https://pmc-oa-opendata.s3.amazonaws.com/PMC7989248.2/PMC7989248.2.xml,037244ddcc674ea388ca120250dbc7ba,037244ddcc674ea388ca120250dbc7ba,yes,PMC7989248.xml,156508,ok,200,1,2026-09-01T14:30:35+00:00,
PMC8062578,33095080,10.1177/0733464820967202,Association between Informant-reported Sleep Disturbance and Incident Dementia: An Analysis of the National Alzheimer’s Coordinating Center Uniform Data Set,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8062578.1/PMC8062578.1.xml?md5=9895d8ee1c44175efb40bc2551941cc7,https://pmc-oa-opendata.s3.amazonaws.com/PMC8062578.1/PMC8062578.1.xml,9895d8ee1c44175efb40bc2551941cc7,9895d8ee1c44175efb40bc2551941cc7,yes,PMC8062578.xml,120371,ok,200,1,2026-09-01T14:29:10+00:00,
PMC8071832,33100109,10.1177/0733464820967594,Alzheimer’s Disease Screening Tools for Asian Americans: A Scoping Review,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8071832.1/PMC8071832.1.xml?md5=300b6167ddccd44398c341128815511e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8071832.1/PMC8071832.1.xml,300b6167ddccd44398c341128815511e,300b6167ddccd44398c341128815511e,yes,PMC8071832.xml,94660,ok,200,1,2026-09-01T14:29:13+00:00,
PMC8071835,33106082,10.1080/09602011.2020.1831552,Retrospective Metamemory Monitoring of Semantic Memory in Community-Dwelling Older Adults with Subjective Cognitive Decline and Mild Cognitive Impairment,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8071835.1/PMC8071835.1.xml?md5=32d034524a62574c68bc87432ae7b117,https://pmc-oa-opendata.s3.amazonaws.com/PMC8071835.1/PMC8071835.1.xml,32d034524a62574c68bc87432ae7b117,32d034524a62574c68bc87432ae7b117,yes,PMC8071835.xml,224879,ok,200,1,2026-09-01T14:29:16+00:00,
PMC8071839,33103615,10.1080/13854046.2020.1837246,The Ecological Validity of The Uniform Data Set 3.0 Neuropsychological Battery in Individuals with Mild Cognitive Impairment and Dementia,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8071839.1/PMC8071839.1.xml?md5=fec6c2bda91bdd5a5bb11953782c1af7,https://pmc-oa-opendata.s3.amazonaws.com/PMC8071839.1/PMC8071839.1.xml,fec6c2bda91bdd5a5bb11953782c1af7,fec6c2bda91bdd5a5bb11953782c1af7,yes,PMC8071839.xml,153947,ok,200,1,2026-09-01T14:29:14+00:00,
PMC8075023,33904035,10.1007/s11606-021-06794-6,Asian American Medicare Beneficiaries Disproportionately Receive Invasive Mechanical Ventilation When Hospitalized at the End-of-Life,,no,no,2,s3://pmc-oa-opendata/PMC8075023.2/PMC8075023.2.xml?md5=8a6ef3e4350c7022a91056cee16c1ecd,https://pmc-oa-opendata.s3.amazonaws.com/PMC8075023.2/PMC8075023.2.xml,8a6ef3e4350c7022a91056cee16c1ecd,8a6ef3e4350c7022a91056cee16c1ecd,yes,PMC8075023.xml,99481,ok,200,1,2026-09-01T14:32:32+00:00,
PMC8079027,33899700,10.1080/22423982.2021.1920252,Use of psychiatric medication in three Arctic nursing homes: association with dementia and psychiatric symptoms,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8079027.1/PMC8079027.1.xml?md5=1b0392ef528c817c6781477c6f88de98,https://pmc-oa-opendata.s3.amazonaws.com/PMC8079027.1/PMC8079027.1.xml,1b0392ef528c817c6781477c6f88de98,1b0392ef528c817c6781477c6f88de98,yes,PMC8079027.xml,84974,ok,200,1,2026-09-01T14:32:27+00:00,
PMC8079545,33115336,10.1080/09602011.2020.1835676,Eyetracking During Picture Naming Predicts Future Vocabulary Dropout in Progressive Anomia,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8079545.1/PMC8079545.1.xml?md5=f0154d7dfeb9c6f81ca7e47f45a19ac8,https://pmc-oa-opendata.s3.amazonaws.com/PMC8079545.1/PMC8079545.1.xml,f0154d7dfeb9c6f81ca7e47f45a19ac8,f0154d7dfeb9c6f81ca7e47f45a19ac8,yes,PMC8079545.xml,159706,ok,200,1,2026-09-01T14:29:18+00:00,
PMC8088446,33131283,10.1080/13607863.2020.1839866,Association between having a family member with dementia and perceptions of dementia preventability,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8088446.1/PMC8088446.1.xml?md5=f27d43c9bfd554e459a5e195866b9d9d,https://pmc-oa-opendata.s3.amazonaws.com/PMC8088446.1/PMC8088446.1.xml,f27d43c9bfd554e459a5e195866b9d9d,f27d43c9bfd554e459a5e195866b9d9d,yes,PMC8088446.xml,90321,ok,200,1,2026-09-01T14:29:20+00:00,
PMC8096329,33910450,10.1080/19336896.2021.1917289,Development of molecular tools for diagnosis of Alzheimer’s disease that are based on detection of amyloidogenic proteins,CC BY,no,no,1,s3://pmc-oa-opendata/PMC8096329.1/PMC8096329.1.xml?md5=f1807aef0f36aba9ac72ee84f1e36f3e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8096329.1/PMC8096329.1.xml,f1807aef0f36aba9ac72ee84f1e36f3e,f1807aef0f36aba9ac72ee84f1e36f3e,yes,PMC8096329.xml,132133,ok,200,1,2026-09-01T14:32:38+00:00,
PMC8106977,32367736,10.1080/13607863.2020.1758915,Psychometric Evaluation of the Behavioral Activation for Depression Scale-Short Form in Alzheimer’s Caregivers,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8106977.1/PMC8106977.1.xml?md5=7c71e6be62f796d13abfffcd0f783382,https://pmc-oa-opendata.s3.amazonaws.com/PMC8106977.1/PMC8106977.1.xml,7c71e6be62f796d13abfffcd0f783382,7c71e6be62f796d13abfffcd0f783382,yes,PMC8106977.xml,58737,ok,200,1,2026-09-01T14:28:27+00:00,
PMC8174540,34085094,10.1007/s00415-021-10623-5,Altered mental status in COVID-19,,no,no,1,s3://pmc-oa-opendata/PMC8174540.1/PMC8174540.1.xml?md5=0c25fb99c101d629405e5a532606ab32,https://pmc-oa-opendata.s3.amazonaws.com/PMC8174540.1/PMC8174540.1.xml,0c25fb99c101d629405e5a532606ab32,0c25fb99c101d629405e5a532606ab32,yes,PMC8174540.xml,59785,ok,200,1,2026-09-01T14:35:05+00:00,
PMC8175453,33274833,10.1111/jnp.12235,Serial position effects in the Logical Memory Test: Loss of primacy predicts amyloid positivity,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8175453.1/PMC8175453.1.xml?md5=621a596b55da701ad11295bb3d12c92a,https://pmc-oa-opendata.s3.amazonaws.com/PMC8175453.1/PMC8175453.1.xml,621a596b55da701ad11295bb3d12c92a,621a596b55da701ad11295bb3d12c92a,yes,PMC8175453.xml,90757,ok,200,1,2026-09-01T14:29:26+00:00,
PMC8182348,34097124,10.1007/s00228-021-03161-6,The effects of trazodone on human cognition: a systematic review,,no,no,1,s3://pmc-oa-opendata/PMC8182348.1/PMC8182348.1.xml?md5=16f04c09e1a2963f1e846648766df3ca,https://pmc-oa-opendata.s3.amazonaws.com/PMC8182348.1/PMC8182348.1.xml,16f04c09e1a2963f1e846648766df3ca,16f04c09e1a2963f1e846648766df3ca,yes,PMC8182348.xml,116419,ok,200,1,2026-09-01T14:35:13+00:00,
PMC8196233,34266752,10.1016/j.jagp.2021.05.026,COVID-19 Associated Suicidal Ideation in Older Adults: Two Case Reports With a Review of the Literature,,no,no,1,s3://pmc-oa-opendata/PMC8196233.1/PMC8196233.1.xml?md5=6b8412b1ec611869c3fd8bcee6938bfe,https://pmc-oa-opendata.s3.amazonaws.com/PMC8196233.1/PMC8196233.1.xml,6b8412b1ec611869c3fd8bcee6938bfe,6b8412b1ec611869c3fd8bcee6938bfe,yes,PMC8196233.xml,141585,ok,200,1,2026-09-01T14:37:03+00:00,
PMC8212388,33222510,10.1080/13607863.2020.1849025,Comparison of behaviors characteristic of autism spectrum disorder behaviors and behavioral and psychiatric symptoms of dementia,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8212388.1/PMC8212388.1.xml?md5=be3bcd313b7a1b34d3614697b0cef32e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8212388.1/PMC8212388.1.xml,be3bcd313b7a1b34d3614697b0cef32e,be3bcd313b7a1b34d3614697b0cef32e,yes,PMC8212388.xml,143613,ok,200,1,2026-09-01T14:29:23+00:00,
PMC8216267,33587723,10.3399/BJGP.2020.1021,NHS Health Checks: an observational study of equity and outcomes 2009–2017,CC BY,no,no,2,s3://pmc-oa-opendata/PMC8216267.2/PMC8216267.2.xml?md5=c1a25dfb9bd1bb78cea0433fc17103f3,https://pmc-oa-opendata.s3.amazonaws.com/PMC8216267.2/PMC8216267.2.xml,c1a25dfb9bd1bb78cea0433fc17103f3,c1a25dfb9bd1bb78cea0433fc17103f3,yes,PMC8216267.xml,130235,ok,200,1,2026-09-01T14:30:10+00:00,
PMC8236064,33357171,10.1080/07317115.2020.1868033,An Examination of Positive and Negative Dementia Caregiving Experiences,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8236064.1/PMC8236064.1.xml?md5=602cbee0086292f6edeea097e3477fa7,https://pmc-oa-opendata.s3.amazonaws.com/PMC8236064.1/PMC8236064.1.xml,602cbee0086292f6edeea097e3477fa7,602cbee0086292f6edeea097e3477fa7,yes,PMC8236064.xml,130658,ok,200,1,2026-09-01T14:29:35+00:00,
PMC8237017,34043836,10.1002/gps.5567,Dementia wellbeing and COVID‐19: Review and expert consensus on current research and knowledge gaps,CC BY,no,no,1,s3://pmc-oa-opendata/PMC8237017.1/PMC8237017.1.xml?md5=0f103215815247c3cb14d16eddabb55c,https://pmc-oa-opendata.s3.amazonaws.com/PMC8237017.1/PMC8237017.1.xml,0f103215815247c3cb14d16eddabb55c,0f103215815247c3cb14d16eddabb55c,yes,PMC8237017.xml,348427,ok,200,1,2026-09-01T14:34:28+00:00,
PMC8242436,33942510,10.1111/irv.12864,"Factors associated with COVID‐19 related hospitalisation, critical care admission and mortality using linked primary and secondary care data",CC BY,no,no,2,s3://pmc-oa-opendata/PMC8242436.2/PMC8242436.2.xml?md5=532db2fdbfe1d110dd941d07d0634905,https://pmc-oa-opendata.s3.amazonaws.com/PMC8242436.2/PMC8242436.2.xml,532db2fdbfe1d110dd941d07d0634905,532db2fdbfe1d110dd941d07d0634905,yes,PMC8242436.xml,108014,ok,200,1,2026-09-01T14:32:59+00:00,
PMC8243401,33377800,10.1080/23279095.2020.1864733,Automated Assessment of Speech Production and Prediction of MCI in Older Adults,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8243401.1/PMC8243401.1.xml?md5=d042694cd234115606271476b7c5eac2,https://pmc-oa-opendata.s3.amazonaws.com/PMC8243401.1/PMC8243401.1.xml,d042694cd234115606271476b7c5eac2,d042694cd234115606271476b7c5eac2,yes,PMC8243401.xml,127379,ok,200,1,2026-09-01T14:29:36+00:00,
PMC8243641,34265624,10.1016/j.jneuroim.2021.577654,N-acylethanolamine regulation of TLR3-induced hyperthermia and neuroinflammatory gene expression: A role for PPARα,,no,no,1,s3://pmc-oa-opendata/PMC8243641.1/PMC8243641.1.xml?md5=41973d5de9b1d7003fd25a32271517e7,https://pmc-oa-opendata.s3.amazonaws.com/PMC8243641.1/PMC8243641.1.xml,41973d5de9b1d7003fd25a32271517e7,41973d5de9b1d7003fd25a32271517e7,yes,PMC8243641.xml,146278,ok,200,1,2026-09-01T14:37:01+00:00,
PMC8245097,34184614,10.1080/22423982.2021.1948247,Diagnosing dementia in the Arctic: translating tools and developing and validating an algorithm for assessment of impaired cognitive function in Greenland Inuit,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8245097.1/PMC8245097.1.xml?md5=1f9f6043fb3b318892a1614973a15b99,https://pmc-oa-opendata.s3.amazonaws.com/PMC8245097.1/PMC8245097.1.xml,1f9f6043fb3b318892a1614973a15b99,1f9f6043fb3b318892a1614973a15b99,yes,PMC8245097.xml,69641,ok,200,1,2026-09-01T14:36:05+00:00,
PMC8250614,33848360,10.1111/jgs.17163,Barriers to Telehealth Access among Homebound Older Adults,TDM,no,yes,2,s3://pmc-oa-opendata/PMC8250614.2/PMC8250614.2.xml?md5=4627ce92a821546f7ea31100abeb475e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8250614.2/PMC8250614.2.xml,4627ce92a821546f7ea31100abeb475e,4627ce92a821546f7ea31100abeb475e,yes,PMC8250614.xml,69629,ok,200,1,2026-09-01T14:31:59+00:00,
PMC8253673,34216306,10.1007/s10072-021-05435-4,Predictors of survival in older adults hospitalized with COVID-19,,no,no,1,s3://pmc-oa-opendata/PMC8253673.1/PMC8253673.1.xml?md5=6ec20569c31517457bfe0161550d74f9,https://pmc-oa-opendata.s3.amazonaws.com/PMC8253673.1/PMC8253673.1.xml,6ec20569c31517457bfe0161550d74f9,6ec20569c31517457bfe0161550d74f9,yes,PMC8253673.xml,67348,ok,200,1,2026-09-01T14:36:22+00:00,
PMC8253869,33388800,10.1007/s00127-020-02000-w,Associations between neighborhood greenspace and brain imaging measures in non-demented older adults: The Cardiovascular Health Study,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8253869.1/PMC8253869.1.xml?md5=08da426e1988652b1abb1708e16f74db,https://pmc-oa-opendata.s3.amazonaws.com/PMC8253869.1/PMC8253869.1.xml,08da426e1988652b1abb1708e16f74db,08da426e1988652b1abb1708e16f74db,yes,PMC8253869.xml,143056,ok,200,1,2026-09-01T14:29:38+00:00,
PMC8257760,33455858,10.1016/j.jagp.2020.12.031,Depression and increased risk of Alzheimer’s dementia: longitudinal analyses of modifiable risk and sex-related factors,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8257760.1/PMC8257760.1.xml?md5=b78007d32469d6cd899eec708585e495,https://pmc-oa-opendata.s3.amazonaws.com/PMC8257760.1/PMC8257760.1.xml,b78007d32469d6cd899eec708585e495,b78007d32469d6cd899eec708585e495,yes,PMC8257760.xml,97509,ok,200,1,2026-09-01T14:29:45+00:00,
PMC8258736,34230607,10.1038/s41386-021-01058-7,Neurobiology of loneliness: a systematic review,,no,no,2,s3://pmc-oa-opendata/PMC8258736.2/PMC8258736.2.xml?md5=9bae02d46ce26a865983ccb27ff599ee,https://pmc-oa-opendata.s3.amazonaws.com/PMC8258736.2/PMC8258736.2.xml,9bae02d46ce26a865983ccb27ff599ee,9bae02d46ce26a865983ccb27ff599ee,yes,PMC8258736.xml,185168,ok,200,1,2026-09-01T14:36:38+00:00,
PMC8260619,33411069,10.1007/s00467-020-04849-0,Acute kidney injury and aging,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8260619.1/PMC8260619.1.xml?md5=befeb53c1af8ab02617613f5180e6e28,https://pmc-oa-opendata.s3.amazonaws.com/PMC8260619.1/PMC8260619.1.xml,befeb53c1af8ab02617613f5180e6e28,befeb53c1af8ab02617613f5180e6e28,yes,PMC8260619.xml,142034,ok,200,1,2026-09-01T14:29:39+00:00,
PMC8286271,33455605,10.1017/S1041610220003956,Predictors of the Importance of Everyday Preferences for Older Adults with Cognitive Impairment,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8286271.1/PMC8286271.1.xml?md5=777928b16ce9cdabb58a89363f223dc4,https://pmc-oa-opendata.s3.amazonaws.com/PMC8286271.1/PMC8286271.1.xml,777928b16ce9cdabb58a89363f223dc4,777928b16ce9cdabb58a89363f223dc4,yes,PMC8286271.xml,69391,ok,200,1,2026-09-01T14:29:43+00:00,
PMC8302450,34292306,10.1083/jcb.201911104,Assembly of γ-secretase occurs through stable dimers after exit from the endoplasmic reticulum,CC BY-NC-SA,no,no,1,s3://pmc-oa-opendata/PMC8302450.1/PMC8302450.1.xml?md5=059c1370f9c091991c8d6fd53451833e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8302450.1/PMC8302450.1.xml,059c1370f9c091991c8d6fd53451833e,059c1370f9c091991c8d6fd53451833e,yes,PMC8302450.xml,208577,ok,200,1,2026-09-01T14:37:37+00:00,
PMC8310894,33501651,10.1111/biom.13427,Joint model for survival and multivariate sparse functional data with application to a study of Alzheimer’s Disease,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8310894.1/PMC8310894.1.xml?md5=587d95f0c736ade1a393f95b9142fe95,https://pmc-oa-opendata.s3.amazonaws.com/PMC8310894.1/PMC8310894.1.xml,587d95f0c736ade1a393f95b9142fe95,587d95f0c736ade1a393f95b9142fe95,yes,PMC8310894.xml,191968,ok,200,1,2026-09-01T14:29:51+00:00,
PMC8315124,34327330,10.1093/nargab/lqab069,Careful feature selection is key in classification of Alzheimer’s disease patients based on whole-genome sequencing data,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8315124.1/PMC8315124.1.xml?md5=91e93672f111102da8a4113821150e67,https://pmc-oa-opendata.s3.amazonaws.com/PMC8315124.1/PMC8315124.1.xml,91e93672f111102da8a4113821150e67,91e93672f111102da8a4113821150e67,yes,PMC8315124.xml,102779,ok,200,1,2026-09-01T14:38:11+00:00,
PMC8315497,34318439,10.1007/s12192-021-01223-3,Diversity in heat shock protein families: functional implications in virus infection with a comprehensive insight of their role in the HIV-1 life cycle,,no,no,2,s3://pmc-oa-opendata/PMC8315497.2/PMC8315497.2.xml?md5=9540bfcc59079dcb4ea0766710399fb6,https://pmc-oa-opendata.s3.amazonaws.com/PMC8315497.2/PMC8315497.2.xml,9540bfcc59079dcb4ea0766710399fb6,9540bfcc59079dcb4ea0766710399fb6,yes,PMC8315497.xml,405094,ok,200,1,2026-09-01T14:38:02+00:00,
PMC8316669,34294612,10.9758/cpn.2021.19.3.423,Novel Biomarkers of Alzheimer’s Disease: Based Upon N-methyl- D-aspartate Receptor Hypoactivation and Oxidative Stress,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8316669.1/PMC8316669.1.xml?md5=125a24a497c3841a8eeeea2936ffb108,https://pmc-oa-opendata.s3.amazonaws.com/PMC8316669.1/PMC8316669.1.xml,125a24a497c3841a8eeeea2936ffb108,125a24a497c3841a8eeeea2936ffb108,yes,PMC8316669.xml,150628,ok,200,1,2026-09-01T14:37:40+00:00,
PMC8318559,32811586,10.1017/S1092852920001765,Dementia-related psychosis and the potential role for pimavanserin,CC BY,no,yes,1,s3://pmc-oa-opendata/PMC8318559.1/PMC8318559.1.xml?md5=bdda8d9248467ad28c1d66f28ef892d8,https://pmc-oa-opendata.s3.amazonaws.com/PMC8318559.1/PMC8318559.1.xml,bdda8d9248467ad28c1d66f28ef892d8,bdda8d9248467ad28c1d66f28ef892d8,yes,PMC8318559.xml,135126,ok,200,1,2026-09-01T14:28:59+00:00,
PMC8319219,33509324,10.1017/S1355617720001319,Autobiographical memory fluency reductions in cognitively unimpaired middle-aged and older adults at increased risk for Alzheimer’s disease dementia,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8319219.1/PMC8319219.1.xml?md5=a6c89bdacd4955c463cd7e8362d1195e,https://pmc-oa-opendata.s3.amazonaws.com/PMC8319219.1/PMC8319219.1.xml,a6c89bdacd4955c463cd7e8362d1195e,a6c89bdacd4955c463cd7e8362d1195e,yes,PMC8319219.xml,128632,ok,200,1,2026-09-01T14:29:56+00:00,
PMC8321433,34334333,10.1016/S2589-7500(21)00131-X,"Early detection of COVID-19 in the UK using self-reported symptoms: a large-scale, prospective, epidemiological surveillance study",CC BY,no,no,2,s3://pmc-oa-opendata/PMC8321433.2/PMC8321433.2.xml?md5=3fb67777deb9a232f9163ef1d62c9b58,https://pmc-oa-opendata.s3.amazonaws.com/PMC8321433.2/PMC8321433.2.xml,3fb67777deb9a232f9163ef1d62c9b58,3fb67777deb9a232f9163ef1d62c9b58,yes,PMC8321433.xml,106404,ok,200,1,2026-09-01T14:38:26+00:00,
PMC8324446,34331157,10.1007/s10072-021-05507-5,Investigation of the peripheral inflammation (neutrophil–lymphocyte ratio) in two neurodegenerative diseases of the central nervous system,,no,no,1,s3://pmc-oa-opendata/PMC8324446.1/PMC8324446.1.xml?md5=572e7cd3032791be3fd513715a01f457,https://pmc-oa-opendata.s3.amazonaws.com/PMC8324446.1/PMC8324446.1.xml,572e7cd3032791be3fd513715a01f457,572e7cd3032791be3fd513715a01f457,yes,PMC8324446.xml,98363,ok,200,1,2026-09-01T14:38:19+00:00,
PMC8326890,32643511,10.1177/0891988720933348,Quality of Life Assessments in Individuals With Young-Onset Dementia and Their Caregivers,CC BY,no,no,1,s3://pmc-oa-opendata/PMC8326890.1/PMC8326890.1.xml?md5=1ff9f21c7658e1172c14a901f382c42f,https://pmc-oa-opendata.s3.amazonaws.com/PMC8326890.1/PMC8326890.1.xml,1ff9f21c7658e1172c14a901f382c42f,1ff9f21c7658e1172c14a901f382c42f,yes,PMC8326890.xml,104698,ok,200,1,2026-09-01T14:28:53+00:00,
PMC8326891,32723128,10.1177/0891988720933358,Using Automatic Assessment of Speech Production to Predict Current and Future Cognitive Function in Older Adults,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8326891.1/PMC8326891.1.xml?md5=2f66a0cfb944c423df363c9850909630,https://pmc-oa-opendata.s3.amazonaws.com/PMC8326891.1/PMC8326891.1.xml,2f66a0cfb944c423df363c9850909630,2f66a0cfb944c423df363c9850909630,yes,PMC8326891.xml,169214,ok,200,1,2026-09-01T14:28:56+00:00,
PMC8326892,32410488,10.1177/0891988720924716,"Multidimensional Apathy in Behavioral Variant Frontotemporal Dementia, Primary Progressive Aphasia, and Alzheimer Disease",CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8326892.1/PMC8326892.1.xml?md5=bfcd61cada72644c74bb5c2f57b519c7,https://pmc-oa-opendata.s3.amazonaws.com/PMC8326892.1/PMC8326892.1.xml,bfcd61cada72644c74bb5c2f57b519c7,bfcd61cada72644c74bb5c2f57b519c7,yes,PMC8326892.xml,111240,ok,200,1,2026-09-01T14:28:34+00:00,
PMC8326902,32400259,10.1177/0891988720924717,Measuring Awareness in People With Dementia: Results of a Systematic Scoping Review,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC8326902.1/PMC8326902.1.xml?md5=6b5d33ef3eaed19c2e4861d3792f43c0,https://pmc-oa-opendata.s3.amazonaws.com/PMC8326902.1/PMC8326902.1.xml,6b5d33ef3eaed19c2e4861d3792f43c0,6b5d33ef3eaed19c2e4861d3792f43c0,yes,PMC8326902.xml,157349,ok,200,1,2026-09-01T14:28:30+00:00,
PMC8328792,33510068,10.4103/1673-5374.306071,Predictive models for mild cognitive impairment to Alzheimer’s disease conversion,CC BY-NC-SA,no,no,1,s3://pmc-oa-opendata/PMC8328792.1/PMC8328792.1.xml?md5=803a5bfaac25c07700f9cd2495147111,https://pmc-oa-opendata.s3.amazonaws.com/PMC8328792.1/PMC8328792.1.xml,803a5bfaac25c07700f9cd2495147111,803a5bfaac25c07700f9cd2495147111,yes,PMC8328792.xml,44610,ok,200,1,2026-09-01T14:29:57+00:00,
PMC8329106,33530871,10.1080/13825585.2021.1882377,Effect of Self-Imagination on Memory for Older Adults and aMCI Patients,TDM,no,yes,1,s3://pmc-oa-opendata/PMC8329106.1/PMC8329106.1.xml?md5=d11a9b2adaf0f46df09ef9eb5c93f642,https://pmc-oa-opendata.s3.amazonaws.com/PMC8329106.1/PMC8329106.1.xml,d11a9b2adaf0f46df09ef9eb5c93f642,d11a9b2adaf0f46df09ef9eb5c93f642,yes,PMC8329106.xml,106447,ok,200,1,2026-09-01T14:29:59+00:00,
PMC8336786,32544592,10.1016/j.ymeth.2020.06.007,Amyloid-β oligomerization monitored by single-molecule stepwise photobleaching,CC BY,no,no,1,s3://pmc-oa-opendata/PMC8336786.1/PMC8336786.1.xml?md5=4028e9b8f574b9aea3cabf09e1b90ed4,https://pmc-oa-opendata.s3.amazonaws.com/PMC8336786.1/PMC8336786.1.xml,4028e9b8f574b9aea3cabf09e1b90ed4,4028e9b8f574b9aea3cabf09e1b90ed4,yes,PMC8336786.xml,177031,ok,200,1,2026-09-01T14:28:41+00:00,
PMC8338777,34052751,10.1016/j.neurobiolaging.2021.04.012,Synaptic proteins associated with cognitive performance and neuropathology in older humans revealed by multiplexed fractionated proteomics,CC BY-NC-ND,no,yes,1,s3://pmc-oa-opendata/PMC8338777.1/PMC8338777.1.xml?md5=0fe45da3717920127fc7657e7e6d2681,https://pmc-oa-opendata.s3.amazonaws.com/PMC8338777.1/PMC8338777.1.xml,0fe45da3717920127fc7657e7e6d2681,0fe45da3717920127fc7657e7e6d2681,yes,PMC8338777.xml,216048,ok,200,1,2026-09-01T14:34:40+00:00,
